x;y
50.0;50.0
1000.0;80.0
300.0;770.0
324.53170349513385;496.0386956955158
537.1156212624637;337.3333190602397
243.3914448394539;292.71704860485465
931.2485433508044;119.82371829488591
389.53365850861724;154.30605289975378
695.7313985684291;251.98561629829578
491.08803866261263;289.33693691107726
487.96789681782633;147.42202072860078
438.90746194074444;136.33431042793168
458.44604254978987;598.487323294214
431.8671261861901;543.5733544368808
783.594826518403;248.53661138790687
510.6011206430845;475.6599002245229
646.0115603891377;171.0835337845834
441.2550503505279;338.19293689760923
214.48342798403058;422.79335197888435
512.9485552263244;230.7791587638688
715.5728366359867;339.8745529789738
462.487325225038;599.9448886001147
503.9533799906411;309.3275568489678
390.23217570823704;283.09636970602884
429.0582474896844;610.7597912010901
299.1971473572217;367.80494134328245
644.2540714682817;122.35030305340516
568.2992233698451;116.2650335098367
491.58038887320333;479.87013806558923
784.3910597473164;117.68226635501716
411.13548729792933;181.5819196106688
355.01905214259926;603.7994800006836
884.2625314179319;78.50634016853925
146.27368731539306;64.72868248966262
950.5423283031226;87.36606998165765
434.46893272464274;486.89131386558006
117.77237798440827;82.89074491898819
548.0809778894234;515.2490546390067
449.26822976525165;536.836065884452
855.0813106946705;138.67743438229428
375.61922794286164;481.7659714121465
113.32000285772946;65.37134998545343
558.8616965924085;125.31035349003392
191.0429938468493;141.84295727396616
486.32384964136156;178.6070288689497
654.696085857296;372.3240743133396
746.360167150797;75.72073000578023
250.2999920852322;340.94093520184583
572.0723394016088;235.5258658650479
351.1216492262561;277.7325102024584
225.27786138566262;374.1835153956337
400.2903723931677;133.48418556971262
827.2005441477944;165.94325711865173
126.20372272871742;211.6099360864072
323.21995552171336;260.38576116063916
171.06177404088362;277.8771854194928
614.6257333838723;361.46956367897684
539.9782118976718;272.681801653069
118.62321152006982;239.80881998148763
291.11115942600003;116.98184959680532
806.8386764028432;254.0158256154254
395.49283056523103;398.459816157301
485.31861028483644;566.2508969096523
806.5839727993049;115.12288531769389
565.7500654582559;204.85723192379555
509.0357230693598;199.91194933290038
360.01084354449176;113.42387673318953
496.83434496560943;284.35631322140165
152.1255874667952;227.10795970984867
173.05774681459488;64.34583046517982
197.44830226369464;432.0128547510494
494.980315850115;197.83906670145524
371.50461224487304;440.8711446120405
299.63629221140945;276.0207768374301
513.8473804757155;471.70213169705977
232.21620445381765;518.342092957047
896.6052995137014;79.77468191884334
294.88591420120355;520.0516755539767
507.0765588233849;167.94769133824326
285.9701332916268;203.76324531442307
785.3071160152007;217.43076661632705
387.7653486704319;478.66902983104194
543.4582790190777;376.2578323364717
384.97287829482957;481.3294380922189
257.22068837414014;601.719370378672
296.29526398669316;146.98189514455555
125.03805622178626;253.20708978233765
814.3514465343396;175.37057336964753
373.5684065480278;151.97306342588448
784.7486178388393;212.0199485109855
477.3346644429881;589.103845221408
456.71049424477087;491.1264669893736
619.086674414533;297.5048881689062
502.22486208040857;345.9061752762821
288.4691930650957;231.38918155970535
393.90814128321927;219.57224944618665
883.7079339303106;146.74697381219204
323.2502591230804;524.3520288173321
339.33259960759807;386.97884199025793
800.0604144745307;262.55848213749283
884.8291398970491;188.93525767905453
250.85119511841742;380.59165611814205
622.7591395668429;214.65469739114272
209.64148638231813;403.73638230507925
477.6117791151788;410.8298066745099
363.0278084653164;601.2949553205547
319.4863227552589;94.24390135177154
428.9380483750695;135.06586310812398
329.34914166672;687.0395079309424
446.3731075362102;192.98653091567684
333.74283135465964;456.1339585323105
506.2706524826299;466.2201647304997
187.0550942306661;299.80984424952743
500.27625907677947;182.17849871306112
490.7126043402331;476.42099074727906
573.9837308195956;259.46164693739263
702.6953502905745;167.32068402870556
238.69791315302405;154.8101839231661
315.3376656296779;341.65730616673864
554.8545990763188;348.43130874915596
636.7631099413271;146.6695592045917
468.36910009428357;481.5883793670911
605.6130686132103;178.46139169483112
659.3348588222347;209.6699503286755
345.24546461285723;397.20167390975405
752.8289189347461;163.0246856907946
153.10136313529918;130.99311540131416
440.47876024280293;166.2382020900294
265.51968174815954;223.75551573031552
192.38225098556543;391.58595102020735
503.9077909112466;129.7436763846377
312.3749103870477;142.38723703391543
141.6176983583879;105.80230777572285
597.6643917812594;105.36856502273076
688.2843868469273;197.8369512282789
305.36717497333285;135.53278154135668
404.00780662719035;600.9587614004781
370.3809079979929;61.84656900563577
366.7020350299079;569.7512578326171
978.7093407538441;84.51607321834497
406.3253605401492;217.527936393128
199.39202658232915;429.97670353181053
765.3582044126242;217.62498624098043
835.617123414628;224.1551511238593
785.0417030706386;121.89056238297766
272.6877890303368;204.5303447565213
111.49888388500293;215.74619447859558
485.7401334175852;470.79179468184907
655.4257413503769;373.4138965123582
785.0796214909968;204.90639180428508
728.0104432220446;277.4778614571879
595.0515816770835;377.78474853796683
520.2350632732672;310.22615017825905
970.8898340112494;93.0395746521561
230.68731143667645;103.7944336370934
369.0031658507278;228.10106574983217
239.49629560756088;460.99442105083955
514.9447939611008;206.09357975478048
124.91119722497085;191.70906909380687
301.3691543025097;730.3638039656717
604.3107250744042;297.5957705181023
350.54099148237657;373.6011679914957
297.52150485825445;678.1975827784065
445.1940132235416;437.6144843183017
451.87989295845375;582.8840287821923
376.3668466469004;378.62925697479795
704.229636922264;227.3329853860809
694.5392892227648;317.5746307646889
886.6899779212727;107.34056577188457
218.89536292018832;203.68358757066073
338.5061618162508;151.03636789779534
281.86717607157317;598.8489403388534
174.04347328400996;312.3024449881928
414.45513865860534;438.72730664077693
344.62561128347977;243.3563595068679
456.4130421183967;290.5430019588134
510.38544693974893;370.4775816076102
168.63447762402586;265.44554146963134
305.928581175044;171.62970297519274
319.50102652388017;170.0664032541212
310.5690023331848;99.13438163345701
945.7544495652404;102.9889552296621
226.25430831337542;444.8563694140029
299.9829410804975;308.3940786094797
343.0954426611918;442.3387301878614
255.53627328896363;403.1383750005401
701.1396734058761;159.97365850650846
824.2550445668245;149.16759695244906
594.0647026307693;295.87683802658216
581.2181498908619;449.96018088722974
283.97085986318154;692.9637174673735
563.6557246624998;432.51207314519723
864.8553796972726;177.3344605802396
187.05117325419474;269.33635789920856
329.3041535619535;439.445364536502
435.8412837423831;603.609952681953
671.4323725738275;143.11213329602748
542.2100064223706;194.35876816457966
702.3322755012435;307.75365164867856
671.6460399962104;248.48279019372455
465.9028277873266;128.98045903976197
331.74573610276985;262.4507263252304
421.0143517829191;135.67135535085677
241.978108881867;602.266102412997
231.960229975973;485.4196486465311
169.12831677779587;112.91468264512042
449.97776415027374;506.8336036296328
407.86001646408624;447.3936895485704
179.33988814334162;322.76569441603607
618.7508372366365;300.40110339093934
460.1798068199596;610.3125275894296
458.8050356252762;278.6547862550349
272.9520408139275;293.05609887406064
194.86306082411912;68.63729017926846
478.1924968200635;489.8099256355866
409.06741886354587;329.86462443860773
703.5640882127748;323.140704285613
819.1222528953426;137.62668946152584
150.86001401971276;308.5005824263477
801.9195499929772;226.49435390056536
312.8474711220917;569.9927629929743
779.9216942062587;237.28522800977765
560.8745095383395;497.2483584197472
680.32429569383;221.3617785755632
781.1496558146456;186.51337337272759
534.0494003859206;149.90119108803032
212.10349645345093;98.49975146197151
129.85458601874527;241.29829646263644
498.27364081602786;399.5515223597487
941.4511188993177;98.60779265868116
565.5937522861917;401.07425115708975
340.7695977921426;365.70467308551383
827.0982619340294;107.9467908387738
279.0794957044824;459.5434661728422
95.96710859946758;147.71622009898994
355.5417265838402;694.1830250692029
347.5779192879391;134.16574760671153
656.9076047207484;302.585081541091
543.1368777693141;351.6804981559652
469.978379001616;83.19043717251492
372.36376782362095;511.8531234115996
271.871995195623;635.0448625289897
230.18078539196887;383.08915069891293
593.3646616014851;323.7066743887365
285.3149733021262;444.49526893046027
688.8343112552511;202.40119263956194
344.78618622822376;619.5491414294597
434.55567756657786;589.736143761766
445.48538351967557;241.38263143753977
418.53377257727544;335.42568527675115
539.8582649839948;470.13658696816384
660.6709418827751;353.6756821486879
297.45088312976173;133.05055200656042
393.588411457967;625.761461987921
367.7025796538215;176.57547178248007
289.12437134873267;565.9750488289103
443.9245910556451;580.8361827721299
460.70606908954323;256.708320806578
589.9676948122064;287.2788328903871
520.200634502963;253.2262327175397
619.8736711566196;154.88264327673483
807.0930966459773;172.43199585329097
695.4752730482339;175.92497863662152
232.50178023149513;297.10777417442296
435.4973652567881;197.17477178802682
322.46626352004296;409.03901918101116
513.1495398479242;539.3708853801005
876.2699739263481;80.13498380802665
234.7566044168995;171.67224102466477
771.6016351007249;281.76414302614785
512.4357269288188;176.6340183560838
458.8037744939111;104.51939315457011
767.0976642521289;286.1682374137765
823.4720346311306;99.99821127780876
612.5371404804488;433.42944284991347
227.33989326083633;527.9565630995301
595.2034440734833;349.36862473081754
314.7774182082369;487.6632542514749
204.29387328216217;71.6543654647758
468.52775823394427;498.47036948525636
412.14434101573755;66.86443340834427
237.10399706400446;123.22739448064462
284.5524558865294;473.69600865633237
115.50275511776528;172.454248358636
177.86076274147402;237.1034658542507
299.6455635822629;206.0238471832315
455.66806867786954;405.3976998737303
413.9063971447192;483.2538795167811
395.36861512758617;321.5341170845061
535.8624783312581;71.75914845696839
528.46304305438;106.265386937975
544.2627608419705;453.81898292198696
351.968970316687;426.4239156642974
321.65294081382615;153.06238535984548
363.8414134873026;701.0507598854994
733.3874061507604;309.4527118539306
413.48786628462875;473.3118936793168
423.81162359428515;289.67728066217427
230.6919327989475;569.6172203675957
351.21938659926866;183.54824835924566
88.01610005762215;72.04433194965466
475.41090656006253;114.47865993593696
257.727810031482;298.67199852223183
399.8732110066316;270.91882371879245
472.0783014228616;315.37038232491216
621.9314144150619;409.0350784273731
191.71658851195593;388.4935468695436
113.54032191598864;101.4695360836208
390.3905563266386;323.0578906319134
737.4412798827068;208.0221084528127
623.5067907006683;374.3862599957172
274.74358905660233;339.81826826788244
132.5435141062516;92.05968226793155
435.55645801638616;367.55117191018377
127.97450320415273;103.74404460002675
136.95323432430393;189.79026826251027
160.50163105853073;336.01817689081383
358.4629828822427;362.8863362503951
250.37893080821027;124.08624212746969
443.6445335279563;253.25142219663857
704.403449217002;208.8357983048418
159.13944236567295;224.76676500956296
