x;y
50.0;50.0
1000.0;50.0
1000.0;770.0
50.0;770.0
606.1666213213759;50.0
50.0;319.7713390696507
348.3684112954938;50.0
1000.0;520.0476739607578
1000.0;86.74741453352141
294.9207528624144;50.0
1000.0;459.2842318220647
1000.0;201.3532431229327
50.0;600.5510927836623
457.59085345080786;770.0
293.54995351037513;770.0
50.0;180.04713093794393
290.08308317590695;770.0
660.9197325945206;50.0
1000.0;246.67043524676896
1000.0;436.444350083375
1000.0;660.2278496749432
1000.0;769.6952700407576
50.0;467.2343025432705
1000.0;353.267377182373
588.5179137157783;50.0
1000.0;527.2011200436958
173.20184820803428;50.0
50.0;142.64887017310565
553.9375490426314;50.0
807.5502493356612;50.0
735.9691648825648;770.0
316.23601191940224;50.0
958.4647598912652;770.0
260.86160865513057;770.0
1000.0;747.1682595192713
59.80960847544648;770.0
79.09787236979653;50.0
50.0;617.2942454544885
717.4856763125343;770.0
888.664527149016;770.0
1000.0;672.2911432676204
172.2715313322338;770.0
185.86432276975194;50.0
1000.0;211.79463150313163
206.6615559018321;770.0
1000.0;517.3216769417272
373.98269479945213;50.0
842.7897384683644;50.0
126.97390351291071;50.0
941.9430169053832;50.0
694.4494299159733;770.0
112.95379418178591;50.0
461.5306245817597;50.0
50.0;204.5801404278824
168.87147559002057;50.0
784.2894425388982;50.0
56.69374129450273;770.0
463.0554669170425;50.0
50.0;502.97239313372097
1000.0;323.31083403797425
1000.0;160.38852673338812
943.3006027866668;50.0
756.505814589805;770.0
50.0;141.74938698893445
406.7497335480011;770.0
418.31318095685316;770.0
50.0;172.41852240219876
1000.0;719.5094384231425
348.60574321439407;50.0
1000.0;527.182715052481
50.0;629.2587966950815
608.9963753346199;770.0
50.0;391.59866049384874
50.0;119.16804249215417
436.2018331051937;770.0
1000.0;484.2227195994493
683.1334650407155;770.0
220.76664750550918;770.0
140.084171728422;50.0
862.2207952647501;770.0
842.6520392453295;770.0
526.0629037038834;50.0
425.1949426612799;770.0
50.0;356.30593032591435
1000.0;164.73359536907444
303.72428022979886;50.0
932.4293566852439;770.0
50.0;239.3646918413958
933.7642921436361;50.0
50.0;458.49593856142565
1000.0;296.7995210920491
386.3720756013902;50.0
1000.0;83.60900087122313
960.1589257615576;770.0
403.9454465186467;770.0
50.0;638.7794110472822
50.0;406.6602115965643
217.12956580789586;50.0
823.6198799721263;50.0
1000.0;477.1355101051496
50.0;670.9402734023848
50.0;434.73812941139914
1000.0;313.66024693018824
1000.0;457.86159653171245
50.0;470.181921007327
255.4161740664172;770.0
602.5669457811302;50.0
110.78769484226302;770.0
1000.0;209.24049270144232
1000.0;140.13639807204453
288.34613528731654;50.0
50.0;338.9454687813905
50.0;119.41020301152659
927.116177845911;50.0
1000.0;167.7001798653875
851.3769356899771;770.0
696.973655699793;770.0
660.5023676731926;50.0
400.6497926560722;50.0
902.8059147937958;770.0
1000.0;660.4682269175307
1000.0;130.95441135274734
50.0;89.21948462579431
655.2434610446326;770.0
732.9622670258409;50.0
1000.0;204.58370209231188
167.2409202805795;50.0
50.0;257.4416261395546
599.3691869879586;50.0
911.9333023677779;50.0
1000.0;391.79333027939293
464.72305538963735;770.0
1000.0;684.3473680973341
136.68272736958397;50.0
1000.0;205.7312445884731
987.6497312716041;50.0
440.92675805216703;50.0
422.76579982727355;50.0
1000.0;503.5339328118246
370.88970129612017;770.0
1000.0;352.53442130958666
407.3495162080455;770.0
516.6821390021248;770.0
1000.0;256.00275565232505
1000.0;488.9662469915172
352.70547875920215;50.0
326.9159713039911;50.0
1000.0;191.60584193795953
1000.0;603.5591251068103
155.9788686372883;770.0
351.6443196136453;770.0
651.1046378414677;50.0
405.5902645162419;50.0
240.18813805938825;50.0
50.0;689.9580933313702
85.0440819282677;770.0
615.7617425191792;770.0
809.4471958360751;770.0
905.2545500291926;770.0
1000.0;337.8340649105706
999.9968142054308;770.0
881.8557140026464;770.0
50.0;620.1272237750721
50.0;209.21177660043375
1000.0;441.88203882146394
50.0;289.91343372472414
50.0;722.6325642662208
201.96829656789347;50.0
164.05107113467324;50.0
203.01654066170644;50.0
50.0;306.5648906027641
332.9782871762189;770.0
130.96839239840364;50.0
701.312533640588;50.0
742.2932734920886;770.0
1000.0;78.62007903609691
1000.0;50.155250623951005
630.1439132105166;770.0
1000.0;666.5131487376225
560.8061980017709;770.0
882.239901461919;50.0
434.9531615766544;50.0
50.0;283.9428412650324
1000.0;512.6146137677323
633.1993949536799;770.0
50.0;369.2919892783461
1000.0;191.11259120440567
50.0;606.1071430289369
833.4283697744559;50.0
535.7096140739611;770.0
